person	abstract	name
http://dbpedia.org/resource/Derek_Phillips_(New_Zealand_footballer)	"""Derek Phillips is a former football (soccer) goalkeeper who represented New Zealand at international level. Phillips made his full All Whites debut in a 1-3 loss to New Caledonia on 8 October 1968  and ended his international playing career with six A-international caps to his credit, his final cap an appearance in a 0-2 loss to Israel on 1 October 1969."""	Derek Phillips
http://dbpedia.org/resource/Derek_Stirling	"""Derek Alexander Stirling (born 5 October 1961, Upper Hutt, Wellington) is a former New Zealand cricketer who played in six Tests and six One Day Internationals from 1984 to 1986. He played Scottish club cricket for Stenhousemuir in 1983 and 1984. He also played for Menston CC in Yorkshire in 1985 and 1986 and for the Rest of the World XL in Scarborough in 1985."""	Derek Stirling
http://dbpedia.org/resource/Derek_Wilson	"""Derek John Wilson (4 July 1922 Ð 10 June 2016) was a New Zealand architect. He was active in Wellington. He was also known as an environmentalist, and published several works."""	Derek Wilson
http://dbpedia.org/resource/Derryn_Hinch	"""Derryn Nigel Hinch (born 9 February 1944 in New Zealand) is an Australian Senator for Victoria and media personality, best known for his work on Melbourne radio and television. Hinch was elected to the senate representing Victoria as the head of ""Derryn Hinch's Justice Party"" at the 2016 federal election. Aged 72, Hinch is the oldest federal parliamentarian to ever be elected. He remained host of his weekly program Hinch Live until the election campaign period officially commenced, in a decision supported by Sky News Live. He has been the host of 3AW's Drive radio show, and a National Public Affairs commentator for the Seven Network on Sunday Night, Today Tonight and Sunrise. He has also been a police reporter, foreign correspondent, newspaper editor, television show host, actor (usually playing as himself), novelist and vintner. In January 2014, Hinch was found in contempt of court and served a 50-day prison sentence."""	Derryn Hinch
http://dbpedia.org/resource/Des_Thomson	"""Desmond ""Des"" Ronald Thomson (born 22 August 1942) is a former racing cyclist from New Zealand. He won the silver medal in the men's road race at the 1966 British Empire and Commonwealth Games. He went to two Olympics in 1964 and 1968 competing in the men's road race and team time trial. In the men's road race he finished 61st in 1964 and did not finish in 1968. His brother Richie Thomson was also a New Zealand representative cyclist competing at two Commonwealth Games and the 1968 Olympic Games. He also won the Australian Road title. He rode for Queensland having moved to the Gold Coast and joining Nerang - Gold Coast cycling club."""	Des Thomson
http://dbpedia.org/resource/Diamond_Jenness	"""Diamond Jenness, CC, F.R.C.G.S. (February 10, 1886, Wellington, New Zealand Ð November 29, 1969, Chelsea, Quebec, Canada) was one of Canada's greatest early scientists and a pioneer of Canadian anthropology."""	Diamond Jenness
http://dbpedia.org/resource/Dick_Hislop	"""Richard Hislop is a former association football player who represented New Zealand at international level. Hislop played two official A-international matches for the All Whites in 1927, both against the touring Canadians, the first a 2-2 draw in which Hislop and Bob Innes were New Zealand's scorers on 25 June 1927, the second a 1-2 loss on 2 July."""	Dick Hislop
http://dbpedia.org/resource/Dick_Hislop	"""Richard Hislop is a former association football player who represented New Zealand at international level. Hislop played two official A-international matches for the All Whites in 1927, both against the touring Canadians, the first a 2-2 draw in which Hislop and Bob Innes were New Zealand's scorers on 25 June 1927, the second a 1-2 loss on 2 July."""	Richard Hislop
http://dbpedia.org/resource/Dick_Scott_(historian)	"""Richard George ""Dick"" Scott ONZM (born 1923) is an influential New Zealand historian and journalist."""	Dick Scott
http://dbpedia.org/resource/Dillon_Boucher	"""Dillon Matthew Boucher, MNZM (born 27 December 1975) is a New Zealand professional basketball player who currently plays for the Super City Rangers of the New Zealand National Basketball League (NZNBL). His 13 combined career championships is the most in ANBL/NZNBL history."""	Dillon Boucher
http://dbpedia.org/resource/Dinah_Lee	"""Diane Marie Jacobs (born 19 August 1943, Waimate), known as Dinah Lee, is a New Zealand-born singer who performed 1960s pop and then adult contemporary music. Her debut single from early 1964, ""Don't You Know Yockomo?"", achieved No. 1 chart success in New Zealand and in the Australian cities, Brisbane and Melbourne. It was followed in September by her cover version of Jackie Wilson's, ""Reet Petite"", which also reached No. 1 in New Zealand and peaked at No. 6 in Melbourne. The Australian release was a double A-sided single with ""Do the Blue Beat"". On her early singles she was backed by fellow New Zealanders, Max Merritt & His Meteors. Lee appeared regularly on both New Zealand and Australian TV variety programs, including Sing, Sing, Sing and Bandstand. She toured supporting Johnny O'Keefe, Ray Columbus & the Invaders and P.J. Proby. According to Australian rock music journalist, Ed Nimmervoll, in the 1960s, ""Lee was the most successful female singer of in [sic] both her New Zealand homeland and Australia ... on stage and on record Dinah had all the adventure and exuberance for the time the boys had""."""	Dinah Lee
http://dbpedia.org/resource/Dion_Smith	"""Dion Smith (born 3 March 1993) is a New Zealand cyclist riding for ONE Pro Cycling. In September 2015 it was announced that he would join ONE Pro Cycling for the 2016 season."""	Dion Smith
http://dbpedia.org/resource/Divya_Dhar	"""Divya Dhar is a doctor and the founding CEO of the P3 Foundation. She is a campaigner for policy change, committed to bringing attention to social injustices and climate issues. She was awarded the inaugural Young New Zealander of the Year Award in 2010  and inaugural Indian New Zealander of the Year Award 2011. She is a Fulbright Scholar, currently completing a dual degree in Masters in Business Administration and Masters in Public Administration at Wharton Business School and Harvard Kennedy School respectively. Dr. Dhar is also the co-founder and CEO of Seratis, a start-up in the area of healthcare information technology Divya became involved with the United Nations Youth Aotearoa New Zealand (UN Youth) at a young age and went on to become its first National Conference Director and Auckland Vice President. She served as Vice President of the New Zealand Medical Students' Association (NZMSA). A policy Divya wrote for NZMSA to combat the problem of doctor drain has been adopted by the government, enabling young doctors to be reimbursed up to $50,000 if they work in an area of need. Divya created a precedent for forming alliances between medical students and wider humanitarian organisations such as the Global Poverty Project where she was a key leader. On entering medical school, Divya founded HealtheX, a research group bringing together 250 presenters and participants to showcase their research on health and develop student and faculty camaraderie. In 2007, she was instrumental in sending the first New Zealand delegation to the International Federation of Medical StudentsÕ Association, the only student organisation represented in the United Nations. Divya gave a presentation on climate change at the event and through her efforts New Zealand Medical Students' Association was the first New Zealand organisation to join the Climate and Health Council Coalition, seeking to put pressure on government leaders ahead of Copenhagen. Divya has been a consultant and speaker to the Manukau Indian Association Youth Development Project. In her early university years, she headed the youth rotary club Rotaract and was 2005 District Rotaract Representative, where she inspired the inception of a national Rotaract charity ball. She organised OXFAMÕs Biggest Coffee Break at the University of Auckland to promote Fair Trade, where she was also behind the STAND UP: UN Millennium Campaign which broke a Guinness World Records as millions around the world stood together to show support for eradicating extreme poverty. During her medical elective, she built houses for Costa RicaÕs poorest in a flood-ridden region and raised over $20,000 for the Accor Cure Kids Charity Race."""	Divya Dhar
http://dbpedia.org/resource/Don_Crabb	"""Donald Crabb is a former association football player who represented New Zealand at international level. Crabb played two official A-international matches for the All Whites in 1933 against trans-Tasman neighbours Australia as part of a 13 match tour, the first a 2-4 loss on 5 June 1933, his second a 4-6 loss on 17 June."""	Don Crabb
http://dbpedia.org/resource/Don_Crabb	"""Donald Crabb is a former association football player who represented New Zealand at international level. Crabb played two official A-international matches for the All Whites in 1933 against trans-Tasman neighbours Australia as part of a 13 match tour, the first a 2-4 loss on 5 June 1933, his second a 4-6 loss on 17 June."""	Donald A  Crabb
http://dbpedia.org/resource/Don_Finlayson	"""Donald Finlayson is a former association football goalkeeper who represented New Zealand at international level. Finlayson made a solitary official A-international appearance for New Zealand, coming on as a second-half substitute in a 3Ð2 win over Saudi Arabia on 23 June 1988. He appeared in a number of unofficial matches for New Zealand against club and representative sides, notably at the Kings Cup in Thailand where he played two matches, against Rotor Volgograd and Yukong Elephants."""	Don Finlayson
http://dbpedia.org/resource/Don_Finlayson	"""Donald Finlayson is a former association football goalkeeper who represented New Zealand at international level. Finlayson made a solitary official A-international appearance for New Zealand, coming on as a second-half substitute in a 3Ð2 win over Saudi Arabia on 23 June 1988. He appeared in a number of unofficial matches for New Zealand against club and representative sides, notably at the Kings Cup in Thailand where he played two matches, against Rotor Volgograd and Yukong Elephants."""	Donald C Finlayson
http://dbpedia.org/resource/Don_Hammond	"""Don Hammond is a New Zealand rugby league player who represented his country."""	Don Hammond
http://dbpedia.org/resource/Don_Kendrick	"""Don Kendrick is a former association football player who represented New Zealand at international level. Kendrick made his full All Whites debut in a 2-0 win over Fiji on 7 September 1952  and ended his international playing career with five A-international caps and four goals to his credit, his final cap an appearance in a 5-3 win over Tahiti on 28 September 1952."""	Don Kendrick
http://dbpedia.org/resource/Don_Kendrick	"""Don Kendrick is a former association football player who represented New Zealand at international level. Kendrick made his full All Whites debut in a 2-0 win over Fiji on 7 September 1952  and ended his international playing career with five A-international caps and four goals to his credit, his final cap an appearance in a 5-3 win over Tahiti on 28 September 1952."""	Donald F B Kendrick
http://dbpedia.org/resource/Don_McGlashan	"""Don McGlashan (born 18 July 1959) is a New Zealand composer, singer and multi-instrumentalist who won fame with bands Blam Blam Blam, The Front Lawn, and The Mutton Birds, before going solo. He has also composed extensively for cinema and television. Among other instruments, McGlashan has played guitar, drums, euphonium and French horn. McGlashan has played with percussion group From Scratch, and bands The Bellbirds, The Plague, and composed a number of pieces for New Zealand's Limbs Dance Company. McGlashan's first hits were with band Blam Blam Blam in the early 1980s. He later released four albums as lead singer and writer for The Mutton Birds."""	Don McGlashan
http://dbpedia.org/resource/Don_Merton	"""Donald Vincent ""Don"" Merton, QSM (22 February 1939 Ð 10 April 2011), was a New Zealand conservationist best known for saving the black robin from extinction. He also discovered the lek breeding system of the kakapo. Until his retirement in April 2005, Merton was a senior member of the New Zealand Department of ConservationÕs Threatened Species Section, within the Research, Development & Improvement Division, Terrestrial Conservation Unit, and of the Kakapo Management Group. He has had a long involvement in wildlife conservation, specialised in the management of endangered species since he completed a traineeship with the New Zealand Wildlife Service (NZWS) in 1960."""	Don Merton
http://dbpedia.org/resource/Don_Sandman	"""Donald McKay Sandman (3 November 1889 Ð 29 January 1973) was a cricketer who played first-class cricket for Canterbury from 1910 to 1927 and played several times for New Zealand in the days before New Zealand played Test cricket."""	Don Sandman
http://dbpedia.org/resource/Don_Sandman	"""Donald McKay Sandman (3 November 1889 Ð 29 January 1973) was a cricketer who played first-class cricket for Canterbury from 1910 to 1927 and played several times for New Zealand in the days before New Zealand played Test cricket."""	Donald McKay Sandman
http://dbpedia.org/resource/Donald_Burns_(umpire)	"""Donald Burns (14 August 1921 Ð 20 February 1987) was a New Zealand cricket umpire. He stood in one Test match, New Zealand vs. South Africa, in 1964."""	Donald Burns
http://dbpedia.org/resource/Donald_Burns_(umpire)	"""Donald Burns (14 August 1921 Ð 20 February 1987) was a New Zealand cricket umpire. He stood in one Test match, New Zealand vs. South Africa, in 1964."""	Donald Christopher Burns
http://dbpedia.org/resource/Donald_Dickie	"""Donald Dickie (born 8 May 1972 in New Zealand) is a former professional Australian rules footballer notable for his brief appearance in the Australian Football League for the Port Adelaide Football Club. Dickie was born in New Zealand of a M_ori heritage, he is one of few Maori Australians in the history of the VFL/AFL. His family emigrated to South Australia where he played with the Norwood Football Club."""	Donald Dickie
http://dbpedia.org/resource/Donald_Eagle	"""Donald Eagle (born 28 July 1936) is a former New Zealand cyclist. He competed in the team pursuit event at the 1956 Summer Olympics."""	Donald Eagle
http://dbpedia.org/resource/Donald_Rutledge	"""Donald William Rutledge, OBE JP, 7 August 1891 Ð 1956, was an ANZAC who served for New Zealand during World War I in Samoa, Gallipoli and France. He was born in Dunedin, eldest son of Barret Rutledge (born Lyttelton, of Irish descent) and Elizabeth Donaldson (born in Edinburgh)."""	Donald Rutledge
http://dbpedia.org/resource/Donald_Rutledge	"""Donald William Rutledge, OBE JP, 7 August 1891 Ð 1956, was an ANZAC who served for New Zealand during World War I in Samoa, Gallipoli and France. He was born in Dunedin, eldest son of Barret Rutledge (born Lyttelton, of Irish descent) and Elizabeth Donaldson (born in Edinburgh)."""	Donald William Rutledge
http://dbpedia.org/resource/Donogh_Rees	"""Donogh Rees (born 1959) is a New Zealand actress. She starred in the long-running soap opera Shortland Street as director of nursing Judy Brownlee from 2001-6. She starred as Lorca's mother in the sci-fi film Lorca and the Outlaws (1984), in the New Zealand film Constance (1985) in the title role, in the film Crush (1992) as the lead part of Christina, and the film Channelling Baby (1999). She voiced Necrolai in Power Rangers: Mystic Force, and has appeared in Hercules: The Legendary Journeys and Xena: Warrior Princess. She has appeared in numerous stage productions."""	Donogh Rees
http://dbpedia.org/resource/Doreen_Blumhardt	"""Dame Vera Doreen Blumhardt ONZ DNZM CBE (7 March 1914 Ð 17 October 2009) was a New Zealand potter, ceramicist and arts educator."""	Dame Doreen Blumhardt
http://dbpedia.org/resource/Doreen_Blumhardt	"""Dame Vera Doreen Blumhardt ONZ DNZM CBE (7 March 1914 Ð 17 October 2009) was a New Zealand potter, ceramicist and arts educator."""	Doreen Blumhardt
http://dbpedia.org/resource/Dorothy_Wall	"""Dorothy Wall (12 January 1894 Ð 21 January 1942) was a New Zealand-born author and illustrator of children's fiction books. She is most famous for creating Blinky Bill, an anthropomorphic koala who was the central character in her books Blinky Bill: the Quaint Little Australian (1933), Blinky Bill Grows Up (1934) and Blinky Bill and Nutsy (1937). Most of her books were first published by Angus & Robertson."""	Dorothy Wall
http://dbpedia.org/resource/Doug_Bracewell	"""For his uncle, another cricketer, see Douglas Bracewell. Douglas Andrew John Bracewell (born 28 September 1990 in Tauranga, Bay of Plenty) is a New Zealand cricketer who currently plays for Central Districts. He is a right-hand batsman and bowls right-arm fast-medium pace. He is the son of former Test cricketer Brendon Bracewell. His uncle is former Black Caps player and coach John Bracewell. In 2008 Bracewell was selected in the New Zealand under-19 squad for their tour of England, he played both ÔTestsÕ and five ÔODIsÕ. On 17 November 2008 he made his first-class debut for Central Districts against Auckland, he was dismissed for a duck in the first innings before taking 1 wicket for 41 runs (1/41). A month later he made his List A debut against the same opposition, he took 2/33 and as opening batsman scored 55. Bracewell made his Test debut against Zimbabwe in November 2011, and took 5/85 in the second innings. Bracewell became the seventh New Zealand bowler to pick up a five-wicket haul on Test debut. It is also the fifth five-wicket haul by a bowler making his debut against Zimbabwe. In a Test match against Australia at Bellerive Oval, Hobart Bracewell ran through the Aussie batting line-up and took figures of 6/40 in only his third Test, which is the best bowling by a New Zealand bowler in Tests in nearly 5 years. He bowled Nathan Lyon to seal the win by 7 runs. It was also 26 years since New Zealand last won a test match in Australia."""	Doug Bracewell
http://dbpedia.org/resource/Doug_Bracewell	"""For his uncle, another cricketer, see Douglas Bracewell. Douglas Andrew John Bracewell (born 28 September 1990 in Tauranga, Bay of Plenty) is a New Zealand cricketer who currently plays for Central Districts. He is a right-hand batsman and bowls right-arm fast-medium pace. He is the son of former Test cricketer Brendon Bracewell. His uncle is former Black Caps player and coach John Bracewell. In 2008 Bracewell was selected in the New Zealand under-19 squad for their tour of England, he played both ÔTestsÕ and five ÔODIsÕ. On 17 November 2008 he made his first-class debut for Central Districts against Auckland, he was dismissed for a duck in the first innings before taking 1 wicket for 41 runs (1/41). A month later he made his List A debut against the same opposition, he took 2/33 and as opening batsman scored 55. Bracewell made his Test debut against Zimbabwe in November 2011, and took 5/85 in the second innings. Bracewell became the seventh New Zealand bowler to pick up a five-wicket haul on Test debut. It is also the fifth five-wicket haul by a bowler making his debut against Zimbabwe. In a Test match against Australia at Bellerive Oval, Hobart Bracewell ran through the Aussie batting line-up and took figures of 6/40 in only his third Test, which is the best bowling by a New Zealand bowler in Tests in nearly 5 years. He bowled Nathan Lyon to seal the win by 7 runs. It was also 26 years since New Zealand last won a test match in Australia."""	Douglas Andrew John Bracewell
http://dbpedia.org/resource/Doug_Cowie_(umpire)	"""Douglas Bruce Cowie (born 2 December 1946) was a New Zealander who umpired in international cricket. He officiated at New Zealand first-class level for over two decades, before a 10 years spell in international cricket which saw him officiate in 22 Tests and 71 ODIs. He umpired in the 1999 World Cup in England."""	Doug Cowie
http://dbpedia.org/resource/Doug_Cowie_(umpire)	"""Douglas Bruce Cowie (born 2 December 1946) was a New Zealander who umpired in international cricket. He officiated at New Zealand first-class level for over two decades, before a 10 years spell in international cricket which saw him officiate in 22 Tests and 71 ODIs. He umpired in the 1999 World Cup in England."""	Douglas Bruce Cowie
http://dbpedia.org/resource/Doug_Lapwood	"""Doug Lapwood is a former association football player who represented New Zealand at international level. Lapwood made his full All Whites debut in a 3-2 loss to Australia on 18 August 1958 and ended his international playing career with five A-international caps to his credit, his final cap an appearance in a 2-1 win over New Caledonia on 14 September 1958."""	Doug Lapwood
http://dbpedia.org/resource/Doug_Lapwood	"""Doug Lapwood is a former association football player who represented New Zealand at international level. Lapwood made his full All Whites debut in a 3-2 loss to Australia on 18 August 1958 and ended his international playing career with five A-international caps to his credit, his final cap an appearance in a 2-1 win over New Caledonia on 14 September 1958."""	Douglas J Lapwood
http://dbpedia.org/resource/Dougal_Stevenson	"""John Dougal Stevenson QSM (born 1942) is a former New Zealand television news presenter."""	Dougal Stevenson
http://dbpedia.org/resource/Douglas_Copland	"""Sir Douglas Berry Copland KBE CMG (24 February 1894 Ð 27 September 1971) was an Australian academic and economist."""	Douglas Copland
http://dbpedia.org/resource/Douglas_Copland	"""Sir Douglas Berry Copland KBE CMG (24 February 1894 Ð 27 September 1971) was an Australian academic and economist."""	Sir Douglas Copland
http://dbpedia.org/resource/Douglas_St._John	"""Douglas Stuart St John (February 26, 1928 Ð July 11, 1992) was a New Zealand first class cricketer who played for Otago and Wellington between 1946 and 1956. A right-handed batsman, St. John played 34 matches in total, scoring 1,236 runs at 20.94 with five half-centuries."""	Douglas St. John
http://dbpedia.org/resource/Douglas_St._John	"""Douglas Stuart St John (February 26, 1928 Ð July 11, 1992) was a New Zealand first class cricketer who played for Otago and Wellington between 1946 and 1956. A right-handed batsman, St. John played 34 matches in total, scoring 1,236 runs at 20.94 with five half-centuries."""	Douglas Stuart St. John
http://dbpedia.org/resource/Douglas_Stewart_(poet)	"""Douglas Stewart AO OBE (6 May 1913 Ð 14 February 1985) was a major twentieth century Australian poet, as well as short story writer, essayist and literary editor. He published 13 collections of poetry, 5 verse plays, including the well-known Fire on the Snow, many short stories and critical essays, and biographies of Norman Lindsay and Kenneth Slessor. He also edited several poetry anthologies. His greatest contribution to Australian literature came from his 20 years as literary editor of The Bulletin, his 10 years as a publishing editor with Angus & Robertson, and his lifetime support of Australian writers. Geoffrey Serle, literary critic, has described Stewart as ""the greatest all-rounder of modern Australian literature""."""	Douglas Stewart
http://dbpedia.org/resource/Drew_Neemia	"""Drew Neemia is a New Zealand television personality and artist."""	Drew Neemia
http://dbpedia.org/resource/Duane_Bailey	"""Duane Benjamin Bailey (born 28 October 1991) is a New Zealand professional basketball player for the Southland Sharks of the New Zealand National Basketball League (NZNBL)."""	Duane Bailey
http://dbpedia.org/resource/Dugald_Poppelwell	"""Dugald Louis Poppelwell (2 July 1863 Ð 23 September 1939) was a New Zealand lawyer, local politician and conservationist. He was born in Tokomairiro (now Milton), Otago, New Zealand in 1863."""	Dugald Louis Poppelwell
http://dbpedia.org/resource/Duncan_McGregor	"""Duncan McGregor (16 July 1881 Ð 11 March 1947), was a New Zealand rugby union and rugby league footballer. He was a member of the legendary 1905 Original All Blacks and later converted to rugby league when he went on the 1907 New Zealand league tour of Britain and Australia. He stayed in Britain following the 1907Ð08 tour, and opened a sport store as well as playing for Merthyr Tydfil RLFC. He returned to New Zealand after five years and continued to be involved in rugby league as an administrator and official."""	Duncan McGregor
http://dbpedia.org/resource/Duncan_Ritchie	"""Duncan Ritchie is a former football (soccer) player who represented New Zealand at international level. Ritchie played two official A-international matches for the All Whites in 1962 against visitors New Caledonia, the first a 4-1 on 2 June 1962, his second a 4-2 win on 4 June. They were to be his only official matches as New Zealand played no other official matches until 1967."""	Duncan Ritchie
http://dbpedia.org/resource/Duncan_Watson_(Queensland_politician)	"""Duncan John Reay Watson (4 November 1867 Ð 30 October 1948) was a solicitor and member of the Queensland Legislative Assembly."""	Duncan Watson
http://dbpedia.org/resource/Dylan_Kennett	"""Dylan Kennett (born 8 December 1994) is a New Zealand professional racing cyclist. Of M_ori descent, Kennett affiliates to the Ng_i Tahu iwi. Kennett rode at the 2015 UCI Track Cycling World Championships, winning gold in the team pursuit. Alongside Pieter Bulling, Aaron Gate, and Regan Gough, he came fourth in the men's team pursuit at the 2016 Rio Olympics, being beaten by Denmark to the bronze medal."""	Dylan Kennett
http://dbpedia.org/resource/Eddie_Barton	"""Edward Barton is a former association football player who represented New Zealand at international level. Barton made a single appearance in an official international for the All Whites in a 2-4 loss to Australia on 5 June 1933. Barton was only the third player to score a hat-trick in the final of the Chatham Cup, putting three goals past the Millerton All Blacks goalkeeper in the 1932 Chatham Cup final."""	Eddie Barton
http://dbpedia.org/resource/Eddie_Barton	"""Edward Barton is a former association football player who represented New Zealand at international level. Barton made a single appearance in an official international for the All Whites in a 2-4 loss to Australia on 5 June 1933. Barton was only the third player to score a hat-trick in the final of the Chatham Cup, putting three goals past the Millerton All Blacks goalkeeper in the 1932 Chatham Cup final."""	Edward J Barton
http://dbpedia.org/resource/Eddie_Rayner	"""Eddie Rayner (born Anthony Edward Charles Rayner on 19 November 1952), is a New Zealand musician who spent twelve years as a keyboardist in the band Split Enz. He has also played in the groups Orb, Space Waltz, Crowded House, The Makers and 801. Rayner has released two solo albums. The first, Horse, was an instrumental offering released in 1995, recorded entirely at Rayner's home studio in Melbourne, Australia. The second was entitled Play it Straight, a play on a Philip Judd Split Enz song called Play it Strange that was a particular favourite of Rayner's during the mid- to late-1970s. The song never made an album, but was played live when Judd rejoined the band in 1977. Play it Straight consisted of re-arranged and re-recorded versions of material gleaned from other New Zealand composers. Rayner's keyboard talents were a notable part of the Split Enz sound. Paul McCartney caught one of their shows in 1979 and became a fan of the band, eventually inviting Rayner to play keyboards on his sixth solo album, Press to Play, which was released in 1986. Rayner has also produced material for many artists including Models, Margaret Urlich, Maggot Smith, and The Exponents, as well as two Enzso recordings with Split Enz members, Dame Kiri Te Kanawa and the New Zealand Symphony Orchestra. During the late 1990s Eddie Rayner decided to take the Split Enz songs to an orchestral setting. This sparked the idea for the Enzso project. Along with his synth, the New Zealand Symphony Orchestra, some Newland Singers and some of his old mates from Split Enz, he created orchestral versions for Split Enz songs. The project ended between late 1999 and early 2000. Recently he has acted as Musical Director for television show New Zealand Idol, and participated in reunions of Split Enz and Space Waltz. He is currently a member of the 1960s cover band The Con-Rays."""	Eddie Rayner
http://dbpedia.org/resource/Edward_Broad	"""Edward William Broad (30 April 1875 Ð 7 April 1913) was a New Zealand cricketer. Broad's batting style is unknown, though it is known he played as a wicket-keeper. He was born at Nelson, New Zealand. Broad was educated at Nelson College from 1886 to 1892. He made a single first-class appearance for Nelson against Wellington at Trafalgar Park in December 1891. Broad ended Nelson's first-innings of 106 all out unbeaten on 0, while in Wellington's first-innings of 128 all out he took three catches. In Nelson's second-innings of 111 all out, he scored 13 runs before he was dismissed by William Ogier. In Wellington's one wicket victory, he also claimed a single catch in their second-innings chase. He died at Marton, Manawatu on 7 April 1913."""	Edward Broad
http://dbpedia.org/resource/Edward_Brook	"""Edward Brook (31 May 1895 Ð 5 November 1954) was a New Zealand cricket umpire. He stood in one Test match, New Zealand vs. England, in 1954."""	Edward Brook
http://dbpedia.org/resource/Edward_Luttrell_Cullen	"""Edward Luttrell Cullen MM (5 September 1895 Ð 18 February 1963) was a New Zealand politician of the Labour Party, and a cabinet minister in the First Labour Government."""	Edward Luttrell Cullen
http://dbpedia.org/resource/Edward_Sayers_(doctor)	"""Sir Edward George Sayers CMG KStJ (10 September 1902 Ð 12 May 1985) was a New Zealand doctor, parasitologist, Methodist missionary, military medical administrator, consultant physician and, from 1958 to 1968, Dean of the University of Otago Dunedin School of Medicine. Having trained as a doctor, from 1927 to 1934 he worked at the Methodist mission in the Solomon Islands where he carried out fieldwork in the treatment of malaria. The significance of this work became apparent when Sayers used his knowledge to reduce deaths of American, Australia and New Zealand military forces during the invasion of Pacific Islands during World War II. He served as a doctor with the 2nd Division 2 NZEF during 1941Ð42 in Greece and North Africa. In 1942 he was transferred to the Pacific to serve with the 3rd Division, 2 NZEF IP. His 1943 handbook on malaria control, Malaria in the South Pacific, became a standard text. As a specialist in tropical diseases (malaria, dengue fever, sand-fly fever and dysentery) his work contributed to minimising deaths in the New Zealand army. The pre-war experience and malaria records of Sayers was also helpful to the United States forces in reducing malaria rates during the Guadalcanal Campaign. His contribution was acknowledged by the award of the Legion of Merit by the United States."""	Edward Sayers
http://dbpedia.org/resource/Edward_Sayers_(doctor)	"""Sir Edward George Sayers CMG KStJ (10 September 1902 Ð 12 May 1985) was a New Zealand doctor, parasitologist, Methodist missionary, military medical administrator, consultant physician and, from 1958 to 1968, Dean of the University of Otago Dunedin School of Medicine. Having trained as a doctor, from 1927 to 1934 he worked at the Methodist mission in the Solomon Islands where he carried out fieldwork in the treatment of malaria. The significance of this work became apparent when Sayers used his knowledge to reduce deaths of American, Australia and New Zealand military forces during the invasion of Pacific Islands during World War II. He served as a doctor with the 2nd Division 2 NZEF during 1941Ð42 in Greece and North Africa. In 1942 he was transferred to the Pacific to serve with the 3rd Division, 2 NZEF IP. His 1943 handbook on malaria control, Malaria in the South Pacific, became a standard text. As a specialist in tropical diseases (malaria, dengue fever, sand-fly fever and dysentery) his work contributed to minimising deaths in the New Zealand army. The pre-war experience and malaria records of Sayers was also helpful to the United States forces in reducing malaria rates during the Guadalcanal Campaign. His contribution was acknowledged by the award of the Legion of Merit by the United States."""	Sir Edward George Sayers
http://dbpedia.org/resource/Elaine_Lee_(footballer)	"""Elaine Lee is a former association football player who represented New Zealand at international level. Lee made a single appearance for Football Ferns in their first ever international coming on as a substitute to score New Zealand's second goal as they beat Hong Kong 2-0 on 25 August 1975 at the inaugural AFC Women's Asian Cup."""	Elaine Lee
http://dbpedia.org/resource/Eldon_Gorst	"""Sir Eldon Gorst, GCMG, KCB (25 June 1861 Ð 12 July 1911) was Consul-General in Egypt from 1907-1911. He was the son of Sir John Eldon Gorst, Solicitor General for England and Wales and Vice-President of the Committee of the Council on Education. Born in New Zealand but reared in London, Gorst attended Eton College and Trinity College, Cambridge. In 1885 he became both a barrister and a member of the British diplomatic corps, going to Egypt the following year as controller of direct taxes, becoming undersecretary for finance (1892), adviser to the Interior Ministry (1894), and financial adviser (1898). In 1904 he returned to London where, as undersecretary of state, he effectively represented Lord Cromer in the Foreign Office. After the Liberal Party came to power, the British government sent Gorst to replace Cromer with instructions to give Egyptians greater responsibility to manage their internal affairs. As British Agent and Consul General in Egypt, Gorst quickly improved the Agency's relationship with Khedive Abbas Hilmi II, brought more Egyptians into responsible government positions, and weakened the Egyptian National Party. However, his efforts to rein in the burgeoning corps of Anglo-Egyptian officials offended many old Egypt hands. The appointment of Boutros Ghali as prime minister, popularly ascribed to Gorst, angered the Nationalists and many other Egyptians, leading to press attacks and eventually to Boutros Ghali's assassination. The revival of the Press Law in 1909 alienated Europeans as well as Egyptians and proved unenforceable. Gorst's attempt to extend the Suez Canal Company's concession in 1909-1910 to raise additional funds for development in Egypt and the Sudan was disliked by all Egyptians; when he put the issue to the Egyptian General Assembly, vehement opposition from the Nationalist press led to its rejection. This rejection, together with the murder of Boutros Ghali, caused Gorst to abandon his lenient policy in favor of a harsher one, using the Exceptional Laws and various penal measures to stifle the Nationalists. He had almost restored British control when he became stricken with cancer and went back to England to die. An unprepossessing and egotistical man, disliked by the older British colonial administrators in Egypt and distrusted by the Egyptians as sphinxlike, Gorst was never accorded the respect that his intelligence and strong will warranted, although he received the Grand Cordons of the Osmanieh and Mejidiye Orders and was a Knight Commander of Sts. Michael and George. His autobiographical notes and diaries are at St Antony's College, Oxford and other papers are in the possession of his grandson, Paul Lyeley. Eldon Gorst was also the lover for two years in the 1880s of (Christina Anne) Jessica Sykes, nŽe Cavendish-Bentinck, whose son Sir Mark Sykes, 6th Bt., later married 1903 Eldon's younger sister Edith."""	Eldon Gorst
